5
3 4 5
0 1 20
0 1 10
1 2 2
0 2 2
1 0 10
5 6 10
0 1 3
1 2 4
2 3 2
3 4 1
0 4 10
1 3 2
3 3 5
0 1 2
1 2 10
0 2 10
10 1000 100000
3 8 548
0 7 119
5 8 898
5 9 708
0 4 767
2 3 666
3 1 759
6 8 507
0 4 941
1 2 386
7 1 607
1 0 103
8 1 943
8 9 323
3 0 45
9 3 482
0 8 274
4 6 391
1 6 463
4 0 424
7 0 427
2 3 298
2 6 484
2 1 457
8 9 934
7 3 750
4 5 259
1 8 590
7 6 567
7 9 306
7 8 163
9 7 269
8 5 671
7 9 445
2 8 333
7 0 968
9 5 109
7 1 124
4 0 540
7 1 372
1 8 228
3 8 115
8 0 439
4 0 267
5 6 31
7 0 919
3 5 569
5 1 652
6 9 102
1 9 333
2 0 807
9 4 289
2 6 688
7 4 867
1 8 897
8 7 773
8 3 813
9 4 758
5 1 909
1 9 36
7 3 722
2 0 230
2 5 717
1 7 71
7 8 374
0 7 483
3 4 402
1 5 760
9 4 538
4 2 671
1 7 148
6 8 547
5 7 365
8 6 707
8 6 504
3 9 489
9 1 118
1 0 765
4 5 153
6 8 781
0 4 50
7 6 680
5 6 324
8 6 901
4 3 752
6 1 601
0 8 916
9 0 906
4 9 351
9 7 134
1 6 5
6 3 412
3 5 728
1 5 869
7 6 148
7 2 631
5 7 723
7 1 494
7 0 981
0 6 942
8 7 580
6 9 471
3 8 903
7 1 575
1 9 978
2 8 629
0 3 521
5 0 295
3 5 124
7 5 186
9 0 875
7 1 145
1 3 625
0 2 929
8 9 513
6 9 748
5 7 820
9 7 258
0 7 898
8 5 63
5 8 109
7 8 351
9 2 284
3 1 499
8 5 558
4 3 594
6 9 236
0 3 880
0 4 730
9 7 627
6 4 985
0 2 666
5 7 472
8 0 147
2 0 179
3 5 956
0 8 304
3 0 390
1 9 867
2 7 378
4 3 235
6 7 251
4 1 521
6 7 603
1 8 858
4 9 260
0 8 820
3 1 117
3 4 427
2 5 292
0 3 311
1 6 422
8 4 405
0 9 790
1 9 565
9 6 859
8 3 835
9 0 208
8 7 132
4 0 395
3 2 570
9 2 953
3 0 15
0 7 47
0 3 832
9 2 446
0 9 223
2 4 259
6 4 16
7 2 507
3 9 190
8 4 175
3 2 161
0 2 923
7 4 274
1 8 669
3 9 287
3 6 315
0 1 376
1 9 931
2 6 672
5 1 738
0 4 186
3 2 457
0 8 803
2 4 238
5 2 849
1 4 871
7 9 338
5 4 597
1 2 14
6 3 943
4 9 994
1 8 993
5 3 26
7 8 287
8 4 454
7 5 787
6 2 190
8 3 611
5 8 94
2 3 681
9 7 142
6 7 846
8 9 769
0 9 114
9 6 432
6 8 643
6 8 186
3 8 101
0 7 886
5 1 515
0 1 396
2 5 148
9 0 576
3 5 881
1 6 7
8 3 818
8 2 433
5 4 734
1 2 810
5 8 81
7 1 995
3 7 76
5 2 551
7 2 699
3 4 188
8 9 354
2 6 997
8 1 356
4 3 316
7 2 131
8 3 970
3 2 316
2 6 147
9 8 858
6 3 789
4 8 511
5 2 237
8 3 369
1 5 675
8 9 142
8 6 507
1 0 560
0 5 294
3 7 533
1 4 183
3 7 37
9 3 867
1 2 461
6 3 899
9 4 835
0 8 333
8 3 243
5 7 502
9 8 677
0 2 632
3 4 361
7 6 546
8 1 212
5 0 353
5 8 311
5 1 357
5 8 466
4 8 662
2 0 797
2 3 537
8 1 648
6 0 201
3 4 914
8 2 734
9 6 777
3 7 830
7 0 662
8 6 122
9 8 518
1 5 90
6 8 973
4 0 374
6 3 130
5 3 52
5 6 704
5 9 297
4 2 960
7 0 340
5 4 570
5 3 132
4 9 310
2 0 120
1 8 369
0 5 490
1 5 108
5 6 952
4 5 934
6 1 577
1 6 512
7 3 561
2 8 418
1 4 492
4 8 344
4 6 656
4 1 86
6 9 721
7 3 266
2 8 458
7 4 125
4 5 652
5 8 680
7 5 631
2 3 240
9 5 997
7 6 928
3 9 817
1 4 422
7 1 584
5 1 268
5 9 128
9 1 911
4 0 735
1 4 601
5 3 550
4 2 392
5 1 678
3 6 218
6 5 182
3 9 766
6 8 377
8 0 876
8 9 817
6 1 877
8 1 59
8 7 799
4 7 647
1 7 424
6 5 936
7 2 817
9 3 651
1 8 682
1 9 34
0 7 362
6 0 117
0 7 298
0 7 189
2 3 821
1 2 506
3 5 415
4 0 513
2 3 896
4 2 769
7 4 991
7 9 710
0 4 161
7 5 311
6 0 473
1 0 874
5 4 371
7 4 63
7 1 26
5 1 319
2 0 517
1 4 504
0 1 535
3 7 48
5 6 861
3 0 713
9 1 102
8 4 551
0 6 712
8 0 404
2 8 67
3 9 757
7 6 467
2 5 724
4 3 354
5 6 992
0 6 219
4 5 520
3 9 27
4 8 155
2 6 446
5 2 827
9 3 985
1 0 787
4 1 140
1 3 852
0 8 690
1 3 7
3 2 216
5 6 861
3 5 674
6 1 452
4 1 925
2 0 398
5 2 483
5 2 996
2 0 50
1 2 711
4 9 394
0 4 528
9 8 219
4 6 762
2 8 278
4 1 654
9 5 698
5 6 869
6 0 679
5 8 757
2 1 213
7 3 99
6 9 310
2 8 412
2 5 209
3 0 453
5 1 248
1 5 368
7 0 699
5 9 127
2 1 712
0 5 8
0 5 140
7 0 640
9 5 72
9 4 234
0 6 923
4 7 157
5 6 491
1 9 645
8 1 23
5 2 174
6 7 19
9 1 417
1 5 565
6 1 206
8 9 455
8 1 836
6 8 218
5 9 656
4 8 417
5 4 882
6 0 532
8 9 398
4 0 958
4 9 644
7 5 226
5 9 131
0 8 124
5 1 700
5 1 336
2 3 30
8 5 952
6 8 399
3 6 170
0 8 782
6 5 553
4 2 922
3 9 454
2 5 796
4 7 312
7 1 548
4 9 697
0 4 644
8 0 256
4 2 351
0 2 842
3 9 957
2 7 996
0 9 967
2 4 316
8 6 590
5 4 611
0 4 944
3 5 800
4 5 714
1 5 943
1 4 492
4 0 122
2 7 449
4 8 35
6 9 455
5 7 796
4 2 14
3 5 718
8 3 11
5 9 750
1 4 256
4 9 568
0 3 609
7 2 358
3 2 872
7 2 321
7 0 875
3 7 1
1 7 98
0 6 265
9 0 207
5 6 869
9 1 910
8 7 171
7 0 88
5 2 281
3 9 403
9 1 377
7 3 31
8 3 322
1 3 612
6 1 167
8 5 915
9 0 577
1 2 853
5 2 600
9 3 48
9 7 979
3 1 621
9 0 911
6 0 574
9 5 661
9 7 617
2 3 963
4 9 959
6 9 569
8 0 216
3 0 278
6 9 21
9 4 508
1 9 269
9 8 889
2 1 173
0 6 57
3 4 462
1 8 71
6 7 674
9 6 909
5 2 539
2 3 422
9 3 770
0 6 714
7 3 479
2 9 183
6 1 547
5 9 421
6 0 690
3 5 544
6 1 585
0 3 940
5 1 961
2 9 75
3 1 846
8 7 530
1 4 254
1 8 131
0 1 425
7 2 566
7 1 201
6 8 337
4 0 352
8 2 366
1 6 935
7 4 749
9 3 819
3 1 967
7 4 29
6 5 868
8 9 927
7 2 703
6 1 763
0 3 367
4 7 346
5 8 961
5 8 224
9 7 707
8 6 603
4 5 378
7 1 825
7 4 182
2 5 144
0 2 889
2 3 988
9 7 673
9 7 809
3 2 189
2 1 640
8 4 202
9 0 941
9 0 789
8 0 973
4 5 498
8 6 960
4 9 249
4 3 410
4 1 848
1 2 621
7 5 848
7 1 642
1 3 922
8 6 129
6 3 354
8 5 77
7 2 258
5 9 900
7 0 17
2 1 999
2 4 210
3 0 55
1 4 314
1 7 599
7 0 656
5 8 956
2 1 887
7 0 907
3 2 202
1 2 317
3 5 834
1 2 190
9 8 411
9 5 536
4 7 341
7 2 599
2 3 290
9 6 164
1 6 856
5 4 317
8 4 120
9 3 330
1 4 198
2 6 300
3 2 816
0 7 422
7 3 857
8 2 421
0 4 461
7 5 567
2 1 837
2 8 59
0 6 795
3 7 122
3 9 701
6 7 854
6 1 33
5 9 395
3 8 626
4 5 630
9 3 679
0 4 508
3 4 11
0 8 459
5 1 684
0 2 23
6 9 375
1 0 93
3 7 18
2 6 531
5 9 726
5 8 160
8 2 607
7 5 935
3 9 375
5 7 302
8 0 710
4 8 413
9 8 87
7 5 8
5 1 259
0 2 466
9 6 838
1 6 635
0 7 311
4 8 158
4 8 287
1 4 666
2 3 399
6 4 121
7 4 515
8 9 842
1 0 36
1 3 610
5 4 829
3 7 986
3 1 464
0 3 806
6 8 177
3 4 20
3 8 832
0 9 604
7 2 183
1 9 347
2 6 950
5 4 753
0 6 894
5 8 977
3 6 208
1 9 72
0 4 100
9 2 710
3 4 794
0 4 867
2 9 859
1 3 898
2 4 303
2 4 678
5 0 330
1 8 744
4 2 705
2 8 683
3 7 158
8 9 811
1 6 43
9 0 920
3 9 309
2 5 691
4 7 457
5 1 580
0 3 792
5 3 10
3 7 735
7 3 391
0 6 817
4 5 2
5 6 180
9 2 652
4 7 905
1 4 44
6 8 434
0 5 454
7 8 80
0 3 17
3 1 474
7 4 415
9 0 750
0 6 172
0 7 342
1 2 972
6 3 627
5 1 120
5 4 311
0 8 473
5 0 130
8 7 530
7 5 128
4 8 829
7 3 617
7 3 865
6 5 173
8 2 221
5 2 235
0 3 963
8 6 484
5 7 896
5 9 942
5 1 39
6 2 949
7 1 524
3 4 882
5 7 854
7 9 45
4 6 509
9 1 398
6 0 446
9 6 760
7 0 486
8 6 586
2 3 986
0 4 961
2 5 704
7 5 383
2 5 302
0 4 872
3 7 332
0 3 612
1 5 201
2 6 634
5 4 356
9 6 887
7 0 586
9 0 327
4 3 928
6 8 298
1 3 14
6 7 713
7 8 193
3 2 28
9 1 459
4 1 746
3 5 340
4 7 265
1 8 462
3 9 381
1 2 948
6 7 62
7 4 509
8 6 419
9 7 539
7 2 90
4 3 10
4 9 863
0 4 253
7 8 151
5 7 178
7 9 856
8 9 723
9 2 178
7 3 207
8 9 429
6 8 572
0 5 316
5 8 789
2 8 966
0 5 242
3 4 842
6 3 550
9 5 290
7 4 905
9 1 264
9 5 691
0 5 263
6 7 212
9 2 116
4 5 785
5 1 109
9 6 452
2 3 984
6 7 852
8 9 812
1 8 820
9 0 937
8 5 913
5 3 385
3 7 981
0 8 324
5 0 497
9 1 922
4 1 261
0 4 779
3 9 681
5 1 872
8 4 650
5 8 485
4 5 287
3 1 223
8 3 948
2 7 189
6 1 84
3 2 807
0 4 455
4 5 967
2 8 557
9 6 346
2 3 949
3 9 737
7 0 204
5 8 119
4 0 949
1 4 755
6 1 807
6 4 167
5 2 830
6 4 812
0 4 599
9 7 16
9 1 572
2 1 280
8 4 548
9 3 331
8 7 995
1 8 452
9 8 53
9 2 335
7 4 572
0 6 236
7 2 574
7 1 411
9 4 508
1 4 551
2 5 957
1 8 97
2 1 566
1 8 359
8 3 885
5 1 986
2 6 519
8 4 246
3 8 685
5 4 728
5 2 788
9 4 132
1 6 298
8 2 701
7 5 356
1 4 422
1 0 557
9 8 526
5 6 562
7 9 690
0 5 442
7 0 5
5 6 196
6 4 798
7 2 728
5 0 329
5 8 762
2 1 570
0 2 457
6 4 536
0 8 927
5 8 19
9 7 180
6 4 4
3 7 484
3 5 125
1 7 92
0 1 350
2 3 861
9 8 910
2 5 551
5 1 3
