100
100 50
20 30
500 499
499 500
5839 8642
137794902 819417400
352450738 830914984
110699160 408069275
388440376 88587549
933604770 828237780
736050972 553026098
56646634 584395435
240014178 342066025
241779083 153915832
535179535 970963410
20134517 876225403
832253925 511886557
432213356 534863513
432123181 811249136
189674223 197272120
691178655 531516553
564706080 879888481
537993171 434128009
248981970 190366376
778765516 150312671
577041831 895823411
494304654 674927650
946330144 543404741
990959776 357416505
229647285 893882873
82165514 6966984
575613792 470214853
218884562 6996333
49842703 966531886
554616150 44863741
447233536 824590494
528659536 450470207
320229132 551811770
368927993 174601953
445061239 960780588
356821368 536687415
386367067 878002602
695330726 340790797
723531033 490765781
505720111 407181553
736248960 5512645
444148787 424919896
561264948 301576748
648327188 906501350
801957216 734556548
498801643 961692563
346279318 600383058
359051582 321162749
560097097 93215533
881245763 849404087
786693264 312712563
512830673 819998894
58082174 34430301
953510398 971201509
163461816 799880957
918670117 527144977
624274312 976094158
489796742 121207995
223918866 80729842
556161761 329108508
628056291 462345845
571986048 960869606
714035724 485051451
545282385 770294454
922814691 120847800
529678595 154132460
421269492 728681073
92677355 400900760
813499267 386820632
398392035 348057534
511730304 397312685
956071857 761923569
912185221 150096225
628812291 125872526
924685406 166149200
689428853 859932117
155921842 860108524
194931071 561844123
567340974 940550975
840085760 716025169
737279462 3850751
983441525 918501399
668195981 222836827
975373732 861973067
971496858 509985941
31102954 470222160
982310813 623954047
348405291 481693859
652267115 571181269
960042240 798673959
382443594 61213059
578128733 386187024
194195671 335663969
129435524 749248328
811778741 586988773
