103
750 5970000000000 6371.84
150000 8491700000000 9257.39
8000 3784167000000000 24640.76
940386 692980800000000 654446.22
980475 96288700000000 18276.34
127506 829750900000000 912577.75
795615 83868600000000 766138.74
749600 976024800000000 216523.33
156464 991322700000000 215774.01
646559 325975500000000 236599.90
947106 832200300000000 60703.75
246532 479897500000000 227356.70
812219 680802300000000 824506.35
883724 823719600000000 124098.95
327896 155973200000000 59024.88
688815 549971500000000 549020.10
852436 38476800000000 94555.59
433884 103568600000000 503230.40
450881 739825100000000 914992.41
577070 888540000000000 320955.04
704404 94475300000000 757163.37
512849 151612400000000 751349.78
479514 734145400000000 246425.55
662803 76160100000000 555656.13
596518 814937500000000 912010.39
413263 301263800000000 703624.01
26608 22901600000000 514556.41
980671 821869200000000 833288.89
958612 988775700000000 971716.21
896366 536449200000000 805664.16
762377 371949200000000 811175.73
906125 258579400000000 412644.62
716226 756476100000000 382672.89
820089 51390300000000 719486.71
649076 1712100000000 446648.86
643670 209558400000000 123127.81
871754 589928000000000 23728.96
316272 431732800000000 23366.13
453948 434522500000000 672005.13
857385 69335700000000 851221.00
366077 359086800000000 117346.80
689537 295960100000000 962646.54
935655 107556000000000 145797.63
651080 726934600000000 95264.10
982186 456401900000000 125150.83
191108 532303800000000 446310.45
182725 836494300000000 882246.85
495925 877356600000000 359701.81
857748 597435800000000 205365.18
142618 791100200000000 900735.63
987447 953269600000000 819337.58
8268 608001800000000 167530.18
752060 700331700000000 233010.20
51945 109700200000000 929181.21
600858 744154000000000 162238.56
492809 368732200000000 984076.40
111462 156024800000000 971742.03
585571 592517200000000 941033.33
168741 450276700000000 694260.35
221829 468099400000000 835340.13
57572 520346900000000 655597.00
226942 563512300000000 460612.96
85143 666094900000000 893251.30
854697 799519800000000 549011.93
467653 386605700000000 443277.61
178063 234788100000000 391518.46
599591 105534200000000 511202.97
455836 636263300000000 114884.34
920774 799097500000000 893575.06
720897 800794900000000 830992.36
554831 567791200000000 34300.91
120332 80037200000000 130752.43
898478 789699200000000 337071.28
345907 127663300000000 478284.36
675699 350445600000000 408652.89
688734 53889900000000 122620.80
775943 616879900000000 984898.96
60679 874646600000000 783045.69
78000 539361300000000 717324.15
698036 812681200000000 846829.83
293223 887533000000000 430143.29
739582 57531900000000 200196.50
390406 905805700000000 802770.85
679308 530608700000000 304714.20
697504 580071400000000 702326.57
875395 588392400000000 89107.05
163284 478402000000000 457715.31
802422 693328100000000 53671.60
574072 980285300000000 947265.13
745720 342361800000000 20518.10
601919 988705300000000 104721.99
870213 12850200000000 510053.36
630325 21274000000000 221296.43
66563 14486000000000 372069.70
545671 994951100000000 217599.79
935034 953994200000000 844619.11
336330 983815200000000 683260.21
145163 910852000000000 49937.47
255740 446764200000000 130607.20
974126 848120400000000 634066.84
452015 664043400000000 347179.43
886904 489556700000000 363980.67
286239 74254000000000 457386.72
